Unique_ID,CloneLine,GS,boxID,age,tray,WID,D_DAY,corr_last_frame_present,died,N_OV,diedBCphase,EYES,coVDBF,H,DTA,DBF,RMSD,
B16_7OP,B,16,B16_7,1,NA,OP,NA,lastframe,0,NA,0,NA,0.89,5.55,17.38,9.33,14.42,
B16_7PB,B,16,B16_7,1,NA,PB,NA,lastframe,0,NA,0,NA,0.87,5.42,16.89,9.30,13.98,
B16_7PG,B,16,B16_7,1,NA,PG,NA,lastframe,0,NA,0,NA,0.89,5.61,17.46,9.63,15.25,
B16_7PO,B,16,B16_7,1,NA,PO,NA,lastframe,0,NA,0,NA,0.84,5.63,17.97,11.53,15.51,
B16_7PP,B,16,B16_7,1,NA,PP,NA,lastframe,0,NA,0,NA,0.89,5.55,17.19,9.48,14.13,
B16_8BB,B,16,B16_8,1,NA,BB,NA,lastframe,0,NA,0,NA,0.88,5.59,18.68,11.94,16.38,
B16_8BG,B,16,B16_8,1,NA,BG,NA,lastframe,0,NA,0,NA,0.92,5.41,16.40,9.06,13.92,
B16_8BO,B,16,B16_8,1,NA,BO,NA,lastframe,0,NA,0,NA,0.92,5.28,16.42,9.36,14.61,
B16_8BP,B,16,B16_8,1,NA,BP,NA,lastframe,0,NA,0,NA,0.95,5.40,16.51,10.49,14.88,
B16_8GB,B,16,B16_8,1,NA,GB,NA,lastframe,0,NA,0,NA,0.96,5.30,15.91,8.73,13.89,
B16_8GG,B,16,B16_8,1,NA,GG,NA,lastframe,0,NA,0,NA,0.95,5.53,17.32,10.62,14.96,
B16_8GO,B,16,B16_8,1,NA,GO,NA,lastframe,0,NA,0,NA,0.92,5.28,15.50,8.45,12.82,
B16_8GP,B,16,B16_8,1,NA,GP,NA,lastframe,0,NA,0,NA,0.95,5.18,15.96,8.91,13.77,
B16_8OB,B,16,B16_8,1,NA,OB,NA,lastframe,0,NA,0,NA,0.94,5.35,16.34,10.09,13.91,
B16_8OG,B,16,B16_8,1,NA,OG,NA,lastframe,0,NA,0,NA,0.96,5.33,16.18,9.78,14.32,
B16_8OO,B,16,B16_8,1,NA,OO,NA,lastframe,0,NA,0,NA,1.04,5.13,14.83,8.23,12.60,
B16_8OP,B,16,B16_8,1,NA,OP,NA,lastframe,0,NA,0,NA,0.89,5.36,16.87,10.82,14.77,
B16_8PB,B,16,B16_8,1,NA,PB,NA,lastframe,0,NA,0,NA,0.96,5.47,17.56,9.93,16.01,
B16_8PG,B,16,B16_8,1,NA,PG,NA,lastframe,0,NA,0,NA,1.01,5.21,15.87,8.53,13.39,
B16_8PO,B,16,B16_8,1,NA,PO,NA,lastframe,0,NA,0,NA,0.83,5.52,18.54,12.47,17.13,
B16_8PP,B,16,B16_8,1,NA,PP,NA,lastframe,0,NA,0,NA,0.89,5.39,16.62,9.48,13.75,
B2_1BB,B,2,B2_1,1,NA,BB,NA,lastframe,0,NA,0,NA,1.04,5.66,16.55,9.37,16.49,
B2_1GG,B,2,B2_1,1,NA,GG,NA,lastframe,0,NA,0,NA,1.05,5.59,16.55,9.23,16.22,
B2_2GG,B,2,B2_2,1,NA,GG,NA,lastframe,0,NA,0,NA,0.94,5.62,20.14,11.83,18.61,
B2_2PP,B,2,B2_2,1,NA,PP,NA,lastframe,0,NA,0,NA,0.97,5.65,20.14,11.24,18.21,
B2_3GG,B,2,B2_3,1,NA,GG,NA,lastframe,0,NA,0,NA,0.94,5.72,17.78,10.65,16.55,
B2_3OO,B,2,B2_3,1,NA,OO,39,5525,1,NA,0,NA,0.97,5.70,17.78,10.55,16.34,
B2_4BB,B,2,B2_4,1,NA,BB,NA,lastframe,0,NA,0,NA,1.02,5.56,16.12,9.77,15.18,
B2_4PP,B,2,B2_4,1,NA,PP,NA,lastframe,0,NA,0,NA,1.02,5.63,16.12,9.37,15.11,
B2_5BB,B,2,B2_5,1,NA,BB,NA,lastframe,0,NA,0,NA,1.00,5.58,17.61,10.17,15.91,
B2_5OO,B,2,B2_5,1,NA,OO,NA,lastframe,0,NA,0,NA,1.01,5.67,17.61,10.24,15.80,
B2_6OO,B,2,B2_6,1,NA,OO,NA,lastframe,0,NA,0,NA,1.13,5.54,15.37,9.35,15.46,
B2_6PP,B,2,B2_6,1,NA,PP,NA,lastframe,0,NA,0,NA,1.04,5.67,15.37,9.93,16.32,
B2_7BB,B,2,B2_7,1,NA,BB,39,5525,1,NA,0,NA,0.86,5.67,21.70,13.27,19.47,
B2_7GG,B,2,B2_7,1,NA,GG,36,5087,1,NA,0,NA,0.95,5.59,21.70,12.18,18.74,
B2_8GG,B,2,B2_8,1,NA,GG,NA,lastframe,0,NA,0,NA,0.90,5.69,21.23,12.57,18.06,
B2_8PP,B,2,B2_8,1,NA,PP,NA,lastframe,0,NA,0,NA,0.82,5.78,21.23,13.83,18.74,
B4_1BB,B,4,B4_1,1,NA,BB,NA,lastframe,0,NA,0,NA,1.02,5.56,17.17,9.96,15.99,
B4_1GG,B,4,B4_1,1,NA,GG,NA,lastframe,0,NA,0,NA,0.99,5.55,17.42,10.53,16.13,
B4_1OO,B,4,B4_1,1,NA,OO,NA,lastframe,0,NA,0,NA,0.97,5.53,16.96,9.78,14.65,
B4_1PP,B,4,B4_1,1,NA,PP,NA,lastframe,0,NA,0,NA,1.01,5.51,17.53,10.06,16.73,
B4_2BB,B,4,B4_2,1,NA,BB,NA,lastframe,0,NA,0,NA,0.90,5.74,18.20,11.54,16.50,
B4_2GG,B,4,B4_2,1,NA,GG,NA,lastframe,0,NA,0,NA,0.90,5.71,17.77,11.55,16.24,
B4_2OO,B,4,B4_2,1,NA,OO,NA,lastframe,0,NA,0,NA,0.92,5.75,17.72,10.76,16.25,
B4_2PP,B,4,B4_2,1,NA,PP,NA,lastframe,0,NA,0,NA,0.89,5.74,17.93,11.06,16.87,
B4_3BB,B,4,B4_3,1,NA,BB,NA,lastframe,0,NA,0,NA,0.97,5.44,20.04,10.47,17.07,
B4_3GG,B,4,B4_3,1,NA,GG,NA,lastframe,0,NA,0,NA,0.97,5.59,19.66,11.53,18.31,
B4_3OO,B,4,B4_3,1,NA,OO,NA,lastframe,0,NA,0,NA,0.95,5.50,19.31,10.42,17.33,
B4_3PP,B,4,B4_3,1,NA,PP,NA,lastframe,0,NA,0,NA,0.89,5.70,20.50,11.63,18.32,
B4_4BB,B,4,B4_4,1,NA,BB,NA,lastframe,0,NA,0,NA,0.98,5.59,18.62,10.61,16.29,
B4_4GG,B,4,B4_4,1,NA,GG,NA,lastframe,0,NA,0,NA,0.92,5.64,18.78,11.88,16.56,
B4_4OO,B,4,B4_4,1,NA,OO,NA,lastframe,0,NA,0,NA,0.88,5.69,19.27,12.39,17.30,
B4_4PP,B,4,B4_4,1,NA,PP,NA,lastframe,0,NA,0,NA,0.90,5.68,18.67,11.85,16.54,
B4_5BB,B,4,B4_5,1,NA,BB,NA,lastframe,0,NA,0,NA,0.95,5.64,17.33,10.19,16.16,
B4_5GG,B,4,B4_5,1,NA,GG,NA,lastframe,0,NA,0,NA,0.91,5.79,17.89,11.32,16.92,
B4_5OO,B,4,B4_5,1,NA,OO,NA,lastframe,0,NA,0,NA,0.91,5.66,17.85,11.08,16.55,
B4_5PP,B,4,B4_5,1,NA,PP,NA,lastframe,0,NA,0,NA,1.01,5.61,17.40,9.97,15.65,
B4_6BB,B,4,B4_6,1,NA,BB,NA,lastframe,0,NA,0,NA,1.09,5.29,18.52,9.14,16.53,
B4_6GG,B,4,B4_6,1,NA,GG,NA,lastframe,0,NA,0,NA,1.00,5.49,19.17,10.75,17.20,
B4_6OO,B,4,B4_6,1,NA,OO,NA,lastframe,0,NA,0,NA,1.04,5.33,17.98,10.08,16.59,
B4_6PP,B,4,B4_6,1,NA,PP,NA,lastframe,0,NA,0,NA,0.98,5.42,18.33,10.75,17.09,
B4_7BB,B,4,B4_7,1,NA,BB,NA,lastframe,0,NA,0,NA,0.97,5.63,16.34,10.31,15.57,
B4_7GG,B,4,B4_7,1,NA,GG,NA,lastframe,0,NA,0,NA,0.96,5.50,16.33,9.33,14.72,
B4_7OO,B,4,B4_7,1,NA,OO,NA,lastframe,0,NA,0,NA,0.97,5.46,16.06,9.29,14.42,
B4_7PP,B,4,B4_7,1,NA,PP,NA,lastframe,0,NA,0,NA,0.97,5.52,16.25,9.07,14.29,
B4_8BB,B,4,B4_8,1,NA,BB,NA,lastframe,0,NA,0,NA,0.97,5.51,16.14,9.26,14.45,
B4_8GG,B,4,B4_8,1,NA,GG,NA,lastframe,0,NA,0,NA,0.93,5.53,17.18,11.00,15.59,
B4_8OO,B,4,B4_8,1,NA,OO,NA,lastframe,0,NA,0,NA,1.01,5.54,16.16,9.24,15.03,
B4_8PP,B,4,B4_8,1,NA,PP,NA,lastframe,0,NA,0,NA,0.93,5.63,16.54,9.62,14.95,
B6_1BB,B,6,B6_1,1,NA,BB,NA,lastframe,0,NA,0,NA,0.87,5.54,18.77,11.51,16.70,
B6_1BG,B,6,B6_1,1,NA,BG,NA,lastframe,0,NA,0,NA,0.98,5.34,17.66,10.25,15.58,
B6_1GG,B,6,B6_1,1,NA,GG,NA,lastframe,0,NA,0,NA,0.96,5.33,18.04,10.58,15.45,
B6_1OO,B,6,B6_1,1,NA,OO,NA,lastframe,0,NA,0,NA,0.86,5.42,19.07,11.56,16.86,
B6_1PO,B,6,B6_1,1,NA,PO,NA,lastframe,0,NA,0,NA,0.84,5.66,20.57,12.57,18.55,
B6_1PP,B,6,B6_1,1,NA,PP,NA,lastframe,0,NA,0,NA,0.92,5.57,18.93,10.92,17.15,
B6_2BB,B,6,B6_2,1,NA,BB,NA,lastframe,0,NA,0,NA,0.92,5.66,18.22,11.26,15.88,
B6_2BO,B,6,B6_2,1,NA,BO,NA,lastframe,0,NA,0,NA,0.87,5.71,19.29,12.85,17.13,
B6_2GG,B,6,B6_2,1,NA,GG,NA,lastframe,0,NA,0,NA,0.98,5.44,17.43,10.12,14.94,
B6_2OO,B,6,B6_2,1,NA,OO,NA,lastframe,0,NA,0,NA,0.98,5.54,18.28,10.56,15.62,
B6_2PG,B,6,B6_2,1,NA,PG,NA,lastframe,0,NA,0,NA,0.90,5.58,19.13,12.42,17.39,
B6_2PP,B,6,B6_2,1,NA,PP,NA,lastframe,0,NA,0,NA,0.91,5.67,18.94,12.25,16.73,
B6_3BB,B,6,B6_3,1,NA,BB,NA,lastframe,0,NA,0,NA,0.97,5.57,18.57,11.25,16.44,
B6_3BP,B,6,B6_3,1,NA,BP,NA,lastframe,0,NA,0,NA,0.95,5.67,19.09,11.27,16.50,
B6_3GG,B,6,B6_3,1,NA,GG,NA,lastframe,0,NA,0,NA,0.91,5.67,19.24,11.83,16.55,
B6_3OG,B,6,B6_3,1,NA,OG,NA,lastframe,0,NA,0,NA,0.90,5.64,18.88,11.46,16.26,
B6_3OO,B,6,B6_3,1,NA,OO,NA,lastframe,0,NA,0,NA,0.93,5.62,18.35,11.41,16.27,
B6_3PP,B,6,B6_3,1,NA,PP,NA,lastframe,0,NA,0,NA,1.03,5.44,17.64,9.07,14.48,
B6_4BB,B,6,B6_4,1,NA,BB,NA,lastframe,0,NA,0,NA,0.90,5.58,18.54,11.96,16.40,
B6_4GG,B,6,B6_4,1,NA,GG,NA,lastframe,0,NA,0,NA,0.96,5.50,17.42,10.22,15.20,
B6_4GO,B,6,B6_4,1,NA,GO,NA,lastframe,0,NA,0,NA,1.01,5.54,17.66,10.40,15.84,
B6_4OO,B,6,B6_4,1,NA,OO,NA,lastframe,0,NA,0,NA,1.07,5.41,16.82,8.93,15.10,
B6_4PB,B,6,B6_4,1,NA,PB,NA,lastframe,0,NA,0,NA,0.91,5.59,18.06,11.33,16.41,
B6_4PP,B,6,B6_4,1,NA,PP,NA,lastframe,0,NA,0,NA,0.83,5.69,18.45,13.12,17.14,
B6_5BB,B,6,B6_5,1,NA,BB,NA,lastframe,0,NA,0,NA,0.96,5.57,18.54,11.49,17.93,
B6_5GB,B,6,B6_5,1,NA,GB,36,5087,1,NA,0,NA,0.91,5.62,18.02,10.85,16.45,
B6_5GG,B,6,B6_5,1,NA,GG,NA,lastframe,0,NA,0,NA,0.96,5.50,17.49,9.92,16.12,
B6_5OO,B,6,B6_5,1,NA,OO,NA,lastframe,0,NA,0,NA,0.98,5.61,17.95,10.81,16.79,
B6_5OP,B,6,B6_5,1,NA,OP,NA,lastframe,0,NA,0,NA,0.95,5.66,17.84,10.82,16.63,
B6_5PP,B,6,B6_5,1,NA,PP,42,6049,1,NA,0,NA,0.97,5.55,18.01,10.85,16.39,
B6_6BB,B,6,B6_6,1,NA,BB,NA,lastframe,0,NA,0,NA,0.91,5.59,18.83,12.88,18.06,
B6_6GG,B,6,B6_6,1,NA,GG,NA,lastframe,0,NA,0,NA,0.96,5.73,17.29,11.03,16.83,
B6_6GP,B,6,B6_6,1,NA,GP,NA,lastframe,0,NA,0,NA,1.00,5.68,17.08,9.83,16.07,
B6_6OB,B,6,B6_6,1,NA,OB,NA,lastframe,0,NA,0,NA,1.01,5.68,17.44,11.33,17.17,
B6_6OO,B,6,B6_6,1,NA,OO,NA,lastframe,0,NA,0,NA,1.02,5.59,16.46,9.86,15.90,
B6_6PP,B,6,B6_6,1,NA,PP,NA,lastframe,0,NA,0,NA,0.98,5.59,17.08,10.63,16.02,
B6_7BB,B,6,B6_7,1,NA,BB,36,5087,1,NA,NA,NA,[],[],[],[],[],
B6_7BP,B,6,B6_7,1,NA,BP,33,4608,1,NA,NA,NA,[],[],[],[],[],
B6_7GG,B,6,B6_7,1,NA,GG,33,4608,1,NA,NA,NA,[],[],[],[],[],
B6_7OG,B,6,B6_7,1,NA,OG,27,3655,1,NA,NA,NA,[],[],[],[],[],
B6_7OO,B,6,B6_7,1,NA,OO,30,4127,1,NA,NA,NA,[],[],[],[],[],
B6_7PP,B,6,B6_7,1,NA,PP,NA,lastframe,0,NA,NA,NA,[],[],[],[],[],
B6_8BB,B,6,B6_8,1,NA,BB,NA,lastframe,0,NA,0,NA,0.86,5.63,20.99,14.30,19.02,
B6_8BG,B,6,B6_8,1,NA,BG,NA,lastframe,0,NA,0,NA,0.99,5.49,18.79,10.82,15.90,
B6_8GG,B,6,B6_8,1,NA,GG,NA,lastframe,0,NA,0,NA,0.90,5.60,18.91,11.12,16.29,
B6_8OO,B,6,B6_8,1,NA,OO,30,4127,1,NA,0,NA,1.10,5.35,18.26,8.37,15.00,
B6_8OP,B,6,B6_8,1,NA,OP,NA,lastframe,0,NA,0,NA,1.04,5.47,18.09,9.08,15.00,
B6_8PP,B,6,B6_8,1,NA,PP,NA,lastframe,0,NA,0,NA,0.87,5.69,19.31,11.83,17.01,
B8_1BB,B,8,B8_1,1,NA,BB,NA,lastframe,0,NA,0,NA,1.01,5.56,16.68,9.45,14.83,
B8_1BG,B,8,B8_1,1,NA,BG,NA,lastframe,0,NA,0,NA,0.88,5.65,17.33,11.02,15.57,
B8_1GG,B,8,B8_1,1,NA,GG,NA,lastframe,0,NA,0,NA,1.04,5.52,15.92,8.78,13.97,
B8_1GO,B,8,B8_1,1,NA,GO,NA,lastframe,0,NA,0,NA,0.96,5.55,15.90,9.26,14.25,
B8_1OO,B,8,B8_1,1,NA,OO,NA,lastframe,0,NA,0,NA,0.92,5.51,16.00,10.64,14.82,
B8_1PB,B,8,B8_1,1,NA,PB,NA,lastframe,0,NA,0,NA,0.95,5.54,17.03,9.90,14.54,
B8_1PO,B,8,B8_1,1,NA,PO,NA,lastframe,0,NA,0,NA,0.84,5.56,18.10,13.43,16.64,
B8_1PP,B,8,B8_1,1,NA,PP,NA,lastframe,0,NA,0,NA,0.90,5.40,16.56,10.05,14.83,
B8_2BB,B,8,B8_2,1,NA,BB,NA,lastframe,0,NA,0,NA,0.91,5.62,18.06,10.73,15.67,
B8_2BO,B,8,B8_2,1,NA,BO,NA,lastframe,0,NA,0,NA,0.92,5.60,18.37,11.58,15.96,
B8_2BP,B,8,B8_2,1,NA,BP,NA,lastframe,0,NA,0,NA,0.95,5.62,17.93,10.74,15.62,
B8_2GG,B,8,B8_2,1,NA,GG,NA,lastframe,0,NA,0,NA,0.99,5.48,18.21,11.19,16.02,
B8_2GP,B,8,B8_2,1,NA,GP,NA,lastframe,0,NA,0,NA,0.94,5.55,18.33,11.09,16.11,
B8_2OG,B,8,B8_2,1,NA,OG,NA,lastframe,0,NA,0,NA,0.93,5.58,17.40,10.70,15.02,
B8_2OO,B,8,B8_2,1,NA,OO,NA,lastframe,0,NA,0,NA,0.93,5.65,18.36,11.23,15.82,
B8_2PP,B,8,B8_2,1,NA,PP,NA,lastframe,0,NA,0,NA,0.96,5.70,18.99,11.06,17.05,
B8_3BB,B,8,B8_3,1,NA,BB,NA,lastframe,0,NA,0,NA,1.07,5.14,15.28,9.05,14.86,
B8_3BP,B,8,B8_3,1,NA,BP,NA,lastframe,0,NA,0,NA,1.16,5.07,14.36,8.45,14.79,
B8_3GB,B,8,B8_3,1,NA,GB,NA,lastframe,0,NA,0,NA,1.11,5.09,14.63,8.52,13.64,
B8_3GG,B,8,B8_3,1,NA,GG,NA,lastframe,0,NA,0,NA,1.13,5.21,14.64,8.35,14.90,
B8_3OG,B,8,B8_3,1,NA,OG,NA,lastframe,0,NA,0,NA,[],NaN,NaN,NaN,NaN,
B8_3OO,B,8,B8_3,1,NA,OO,NA,lastframe,0,NA,0,NA,1.20,4.96,13.94,7.58,14.14,
B8_3PO,B,8,B8_3,1,NA,PO,NA,lastframe,0,NA,0,NA,1.19,5.02,13.95,7.97,13.56,
B8_3PP,B,8,B8_3,1,NA,PP,NA,lastframe,0,NA,0,NA,1.14,5.18,15.24,8.65,15.26,
B8_4BB,B,8,B8_4,1,NA,BB,NA,lastframe,0,NA,0,NA,0.95,5.63,17.64,10.28,15.91,
B8_4GG,B,8,B8_4,1,NA,GG,NA,lastframe,0,NA,0,NA,1.04,5.63,16.89,9.15,16.11,
B8_4GO,B,8,B8_4,1,NA,GO,NA,lastframe,0,NA,0,NA,0.93,5.67,17.42,10.41,15.88,
B8_4GP,B,8,B8_4,1,NA,GP,NA,lastframe,0,NA,0,NA,0.93,5.73,18.13,11.03,16.81,
B8_4OB,B,8,B8_4,1,NA,OB,NA,lastframe,0,NA,0,NA,1.03,5.65,17.34,8.86,16.58,
B8_4OO,B,8,B8_4,1,NA,OO,NA,lastframe,0,NA,0,NA,1.03,5.52,16.75,9.09,15.04,
B8_4PB,B,8,B8_4,1,NA,PB,NA,lastframe,0,NA,0,NA,0.89,5.75,18.85,11.67,17.20,
B8_4PP,B,8,B8_4,1,NA,PP,NA,lastframe,0,NA,0,NA,0.95,5.69,18.39,11.41,17.32,
B8_5BB,B,8,B8_5,1,NA,BB,NA,lastframe,0,NA,0,NA,1.16,5.25,14.68,7.70,13.43,
B8_5BG,B,8,B8_5,1,NA,BG,NA,lastframe,0,NA,0,NA,1.07,5.24,14.67,8.68,14.34,
B8_5GG,B,8,B8_5,1,NA,GG,NA,lastframe,0,NA,0,NA,1.14,5.17,14.01,7.04,12.69,
B8_5OG,B,8,B8_5,1,NA,OG,NA,lastframe,0,NA,0,NA,1.03,5.52,15.41,9.63,15.39,
B8_5OO,B,8,B8_5,1,NA,OO,NA,lastframe,0,NA,0,NA,1.16,5.11,14.12,8.24,13.77,
B8_5PB,B,8,B8_5,1,NA,PB,NA,lastframe,0,NA,0,NA,1.04,5.40,15.46,8.96,15.08,
B8_5PO,B,8,B8_5,1,NA,PO,NA,lastframe,0,NA,0,NA,1.00,5.42,15.46,9.55,15.61,
B8_5PP,B,8,B8_5,1,NA,PP,NA,lastframe,0,NA,0,NA,1.04,5.32,14.98,8.71,14.81,
B8_6BB,B,8,B8_6,1,NA,BB,NA,lastframe,0,NA,0,NA,0.88,5.72,18.49,11.56,16.30,
B8_6BO,B,8,B8_6,1,NA,BO,NA,lastframe,0,NA,0,NA,0.96,5.64,17.73,10.49,15.53,
B8_6BP,B,8,B8_6,1,NA,BP,NA,lastframe,0,NA,0,NA,0.92,5.53,18.18,11.15,15.82,
B8_6GG,B,8,B8_6,1,NA,GG,NA,lastframe,0,NA,0,NA,0.91,5.67,18.36,11.07,16.12,
B8_6GO,B,8,B8_6,1,NA,GO,NA,lastframe,0,NA,0,NA,0.90,5.58,17.51,10.01,14.66,
B8_6GP,B,8,B8_6,1,NA,GP,NA,lastframe,0,NA,0,NA,0.93,5.50,17.52,9.96,14.74,
B8_6OO,B,8,B8_6,1,NA,OO,NA,lastframe,0,NA,0,NA,0.96,5.55,17.35,10.39,15.08,
B8_6PP,B,8,B8_6,1,NA,PP,NA,lastframe,0,NA,0,NA,0.92,5.53,17.59,10.47,14.93,
B8_7BB,B,8,B8_7,1,NA,BB,NA,lastframe,0,NA,0,NA,0.90,5.59,16.82,10.61,15.48,
B8_7BO,B,8,B8_7,1,NA,BO,NA,lastframe,0,NA,0,NA,1.00,5.42,16.10,8.94,14.61,
B8_7BP,B,8,B8_7,1,NA,BP,NA,lastframe,0,NA,0,NA,0.99,5.50,16.82,10.89,15.66,
B8_7GG,B,8,B8_7,1,NA,GG,27,3655,1,NA,0,NA,0.96,5.47,16.72,9.83,14.78,
B8_7GP,B,8,B8_7,1,NA,GP,NA,lastframe,0,NA,0,NA,0.97,5.49,16.75,9.69,15.46,
B8_7OG,B,8,B8_7,1,NA,OG,NA,lastframe,0,NA,0,NA,1.01,5.47,16.36,9.07,15.67,
B8_7OO,B,8,B8_7,1,NA,OO,NA,lastframe,0,NA,0,NA,1.10,5.36,16.07,9.01,15.12,
B8_7PP,B,8,B8_7,1,NA,PP,NA,lastframe,0,NA,0,NA,1.00,5.47,16.36,8.99,15.41,
B8_8BB,B,8,B8_8,1,NA,BB,NA,lastframe,0,NA,0,NA,0.94,5.22,16.00,9.99,15.53,
B8_8BG,B,8,B8_8,1,NA,BG,NA,lastframe,0,NA,0,NA,1.07,5.25,14.55,7.90,13.92,
B8_8GG,B,8,B8_8,1,NA,GG,NA,lastframe,0,NA,0,NA,1.13,5.25,14.63,8.25,14.23,
B8_8GO,B,8,B8_8,1,NA,GO,NA,lastframe,0,NA,0,NA,0.97,5.43,15.26,10.05,15.33,
B8_8OO,B,8,B8_8,1,NA,OO,27,3655,1,NA,0,NA,1.15,5.12,14.37,7.06,13.19,
B8_8OP,B,8,B8_8,1,NA,OP,NA,lastframe,0,NA,0,NA,1.08,5.17,14.91,8.08,14.88,
B8_8PB,B,8,B8_8,1,NA,PB,NA,lastframe,0,NA,0,NA,0.96,5.38,16.03,9.58,15.21,
B8_8PP,B,8,B8_8,1,NA,PP,NA,lastframe,0,NA,0,NA,0.99,5.51,16.61,10.81,16.54,
A1_1GG,A,1,A1_1,Y,2,GG,NA,lastframe,0,2,0,NA,1.19,5.87,NaN,7.98,15.81,
A1_2BB,A,1,A1_2,Y,2,BB,33,6080,1,NA,0,NA,0.80,5.78,NaN,14.43,19.15,
A1_3PP,A,1,A1_3,Y,1,PP,NA,lastframe,0,3,0,NA,1.09,5.86,NaN,8.85,16.35,
A1_4PB,A,1,A1_4,Y,1,PB,42,7898,1,NA,0,NA,0.99,5.61,NaN,11.23,17.91,
A1_5GG,A,1,A1_5,Y,3,GG,NA,lastframe,0,2,0,NA,2.36,5.42,NaN,2.98,15.99,
A1_6BB,A,1,A1_6,Y,1,BB,NA,lastframe,0,2,0,NA,0.99,5.17,NaN,13.04,17.76,
A1_7GP,A,1,A1_7,Y,1,GP,18,3021,1,NA,0,NA,0.84,5.32,NaN,15.27,20.53,
A1_8OO,A,1,A1_8,Y,3,OO,42,7919,1,NA,0,NA,1.11,5.50,NaN,8.91,17.48,
A2_1BB,A,2,A2_1,Y,3,BB,NA,lastframe,0,2,0,NA,1.12,5.78,14.79,7.55,15.36,
A2_1GG,A,2,A2_1,Y,3,GG,NA,lastframe,0,2,0,NA,1.06,5.78,14.79,8.53,15.78,
A2_2GG,A,2,A2_2,Y,2,GG,NA,lastframe,0,NA,0,NA,1.54,5.45,13.95,6.36,13.77,
A2_2PP,A,2,A2_2,Y,2,PP,27,4837,1,NA,1,NA,1.49,5.48,13.95,6.19,14.42,
A2_3GG,A,2,A2_3,Y,2,GG,21,3641,1,NA,1,NA,1.49,5.51,13.77,7.22,17.29,
A2_3OO,A,2,A2_3,Y,2,OO,NA,lastframe,0,2,0,NA,1.29,5.69,13.77,7.20,16.35,
A2_4BB,A,2,A2_4,Y,1,BB,NA,lastframe,0,2,0,0,1.06,5.88,17.68,8.74,15.88,
A2_4PP,A,2,A2_4,Y,1,PP,NA,lastframe,0,2,0,0,0.97,5.96,17.68,10.77,17.22,
A2_5BB,A,2,A2_5,Y,1,BB,36,6746,1,NA,0,NA,0.98,5.56,15.50,11.17,16.33,
A2_5OO,A,2,A2_5,Y,1,OO,42,7898,1,NA,0,NA,1.30,5.50,15.50,7.07,14.86,
A2_6OO,A,2,A2_6,Y,3,OO,NA,lastframe,0,2,0,NA,1.15,5.67,16.92,8.03,15.95,
A2_6PP,A,2,A2_6,Y,3,PP,NA,lastframe,0,2,0,NA,1.07,5.78,16.92,9.40,17.04,
A2_7BB,A,2,A2_7,Y,2,BB,NA,lastframe,0,2,0,NA,1.18,5.79,13.32,8.44,15.52,
A2_7GG,A,2,A2_7,Y,2,GG,NA,lastframe,0,2,0,NA,1.35,5.68,13.32,7.27,14.77,
A2_8GP,A,2,A2_8,Y,2,GP,NA,lastframe,0,NA,0,NA,1.15,5.75,13.33,7.65,14.56,
A2_8OB,A,2,A2_8,Y,2,OB,NA,lastframe,0,2,0,NA,1.26,5.65,13.33,6.84,13.82,
A4_1BB,A,4,A4_1,Y,2,BB,NA,lastframe,0,2,0,NA,1.07,5.71,15.14,9.15,16.50,
A4_1GG,A,4,A4_1,Y,2,GG,NA,lastframe,0,2,0,NA,1.13,5.67,14.40,7.35,15.23,
A4_1OO,A,4,A4_1,Y,2,OO,NA,lastframe,0,2,0,NA,1.18,5.61,13.38,7.25,14.42,
A4_1PP,A,4,A4_1,Y,2,PP,NA,lastframe,0,2,0,NA,1.06,5.75,15.07,9.11,16.14,
A4_2BB,A,4,A4_2,Y,2,BB,42,7919,1,NA,0,NA,1.04,5.62,14.39,8.45,14.75,
A4_2GG,A,4,A4_2,Y,2,GG,NA,lastframe,0,2,0,NA,1.00,5.65,14.54,8.84,14.67,
A4_2OO,A,4,A4_2,Y,2,OO,NA,lastframe,0,2,0,NA,1.06,5.64,14.15,8.12,14.36,
A4_2PP,A,4,A4_2,Y,2,PP,NA,lastframe,0,2,0,NA,1.13,5.50,13.85,7.17,13.40,
A4_3BB,A,4,A4_3,Y,2,BB,NA,lastframe,0,2,0,NA,1.02,5.67,16.39,9.02,14.64,
A4_3GG,A,4,A4_3,Y,2,GG,NA,lastframe,0,2,0,NA,1.05,5.75,16.42,9.31,14.97,
A4_3OO,A,4,A4_3,Y,2,OO,NA,lastframe,0,2,0,NA,1.11,5.66,15.53,8.36,14.24,
A4_3PP,A,4,A4_3,Y,2,PP,NA,lastframe,0,2,0,NA,1.11,5.67,15.89,8.29,14.18,
A4_4BB,A,4,A4_4,Y,2,BB,45,lastframe,1,NA,0,NA,1.06,5.47,15.57,8.30,14.78,
A4_4GG,A,4,A4_4,Y,2,GG,45,lastframe,1,NA,0,NA,1.19,5.62,16.21,8.15,15.79,
A4_4OO,A,4,A4_4,Y,2,OO,NA,lastframe,0,NA,0,0,1.07,5.43,15.17,7.66,14.32,
A4_4PP,A,4,A4_4,Y,2,PP,45,lastframe,1,NA,0,NA,1.07,5.41,15.38,8.33,14.46,
A4_5BB,A,4,A4_5,Y,2,BB,NA,lastframe,0,2,0,NA,1.83,5.27,7.31,3.57,13.48,
A4_5GG,A,4,A4_5,Y,2,GG,NA,lastframe,0,3,0,NA,1.76,5.27,7.35,3.70,13.62,
